vx,vy,label
-46.5,-34,-55.25,-17.75,16.0,41.5,49.5,76.25,47.25,31.5,10.0,-5.0,-16.0,-19.0,-25.875,-23.125,-15.5,-19,-56.25,-52.75,-67.5,-39.0,-20.5,-5.0,18.5,39.75,49.75,42.5,46.0,43.5,29.5,5.5,o
-21.75,-14,0,18,18,35,36,38,50.5,12.5,-3,-20.5,-34.5,-34.0,-31.0,-3.0,-16.0,-21,-31,-43,-18,-18,-5,10,22.25,47.75,31,34.0,23.0,5.0,-4.0,-1.0,o
